,Lng,Lat,tradeTime,followers,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district,Price_Level_Per_Square_Meter
2900,116.441781,39.991956,8/24/16,159,588.0,68151,86.28,2,1,1,1,1,2005,4,6,0.3,1,1,0,7,6
2901,116.308494,39.968148,1/18/17,50,1980.0,90284,219.31,3,2,1,3,1,2003,4,6,0.5,1,1,0,8,9
2902,116.457117,39.971046,7/27/16,73,212.0,52346,40.5,1,1,1,1,1,1990,4,6,0.222,1,1,1,7,5
2903,116.484508,39.93403,8/11/16,38,310.0,50837,60.98,2,1,1,1,3,1993,3,6,1.5,1,1,1,7,5
2904,116.338916,39.731149,6/16/16,39,325.5,29721,109.52,2,2,1,1,4,ÃÂ´ÃÂª,3,6,0.5,1,1,1,4,2
2905,116.38483000000001,40.014138,10/26/16,132,1550.0,124000,125.0,2,2,1,2,4,2007,4,6,0.5,1,0,0,7,9
2906,116.43928999999999,39.973489,3/2/17,5,2177.0,72087,302.0,5,3,1,3,3,2008,4,6,0.667,1,0,1,7,7
2907,116.117019,39.933859999999996,6/24/16,28,110.0,16177,68.0,2,1,1,1,4,1989,4,2,0.33299999999999996,0,0,0,12,1
2908,116.56757900000001,40.076173,7/28/16,13,270.0,27836,97.0,2,1,1,1,4,2004,1,2,0.5,0,1,0,13,2
2909,116.311823,39.978559999999995,7/7/16,21,410.0,84432,48.56,1,1,1,1,4,1989,3,6,0.5,1,0,1,8,8
2910,116.41524,39.876518,8/29/16,69,445.0,56855,78.27,3,1,1,1,4,1980,2,2,0.33299999999999996,0,1,1,1,5
2911,116.43942,40.072066,7/5/16,23,322.0,24831,129.68,3,1,1,2,4,2001,3,2,0.5,0,0,0,6,2
2912,116.42247900000001,40.06389,9/29/16,4,700.0,21213,330.0,5,0,0,1,1,2004,3,6,0.2,1,0,1,6,2
2913,116.446995,39.961109,8/12/16,40,286.0,42296,67.62,1,1,1,1,4,1994,4,4,0.33299999999999996,0,1,0,7,4
2914,116.44605,40.097306,8/17/16,15,296.5,22463,132.0,3,1,1,2,4,2000,3,2,0.5,0,1,0,6,2
2915,116.52210500000001,39.922247,7/25/16,69,182.0,42534,42.79,1,1,1,1,4,1990,4,2,0.33299999999999996,0,0,1,7,4
2916,116.469302,39.929539,10/19/16,117,261.0,60431,43.19,1,1,1,1,3,1985,3,6,0.28600000000000003,1,0,1,7,6
2917,116.246804,40.216685999999996,6/20/16,9,227.6,25879,87.95,2,2,1,1,4,2003,1,2,0.5,0,1,0,6,2
2918,116.308494,39.968148,7/30/16,5,1690.0,77605,217.77,3,2,1,3,1,2003,4,6,0.33299999999999996,1,1,0,8,7
2919,116.328627,39.979037,6/28/16,8,378.0,93565,40.4,1,1,1,1,4,1988,4,2,0.33299999999999996,0,1,1,8,9
2920,116.43934099999998,40.082372,6/30/16,15,346.5,27500,126.0,3,1,1,2,4,2005,4,2,0.5,0,0,0,6,2
2921,116.297022,39.788637,8/19/16,80,123.0,29504,41.69,2,1,1,1,4,2002,3,2,0.5,0,0,0,4,2
2922,116.415343,40.075533,11/28/16,132,386.0,42348,91.15,2,2,1,1,4,2000,3,2,0.5,0,0,1,6,4
2923,116.435657,39.875802,7/29/16,10,577.0,46338,124.52,2,2,1,2,1,2000,3,6,0.33299999999999996,1,0,1,2,4
2924,116.45005800000001,39.870707,8/26/16,31,585.0,47220,123.89,2,1,1,2,1,2004,4,6,0.33299999999999996,1,0,1,2,4
2925,116.605975,39.930129,10/9/16,67,845.0,61942,136.42,3,2,1,2,4,2013,2,6,1.0,1,0,1,7,6
2926,116.20576200000001,39.952467999999996,9/6/16,48,284.0,44375,64.0,1,1,1,1,4,2007,4,2,0.25,0,1,0,9,4
2927,116.39428799999999,39.972468,6/25/16,0,506.0,86202,58.7,2,1,1,1,4,1984,3,4,0.2,0,1,1,10,8
2928,116.380817,40.038540999999995,9/11/16,138,725.0,62885,115.29,3,2,1,1,4,2007,4,6,0.5,1,1,0,8,6
2929,116.192392,39.778845000000004,7/27/16,14,200.0,28572,70.0,2,1,1,1,4,2012,2,6,0.5,1,0,0,5,2
2930,116.373628,40.094838,6/23/16,100,267.5,27084,98.77,2,1,1,1,4,2007,3,2,0.5,0,1,0,6,2
2931,116.428467,39.902511,8/31/16,74,468.0,80055,58.46,1,1,1,1,3,2004,3,6,0.5,1,1,1,1,8
2932,116.381487,39.881928,7/11/16,23,446.0,81402,54.79,2,1,1,1,4,1983,3,2,0.5,0,1,1,10,8
2933,116.461156,39.904866999999996,8/8/16,83,415.0,64242,64.6,1,1,1,1,3,2005,4,6,0.25,1,1,1,7,6
2934,116.501651,39.923575,9/7/16,14,435.0,47028,92.5,2,1,1,1,1,2009,4,6,0.3,1,0,0,7,4
2935,116.244883,39.847396999999994,6/30/16,19,183.0,20071,91.18,3,1,1,1,4,1997,3,2,0.25,0,1,0,2,2
2936,116.43868,39.941435999999996,9/23/16,19,1200.0,57938,207.12,3,1,1,2,1,2001,3,6,0.667,1,0,1,1,5
2937,116.44281299999999,39.859625,8/24/16,211,180.0,32143,56.0,1,1,1,1,4,2005,4,6,0.2,1,0,0,2,3
2938,116.15460800000001,39.726495,10/4/16,49,115.0,31082,37.0,2,1,1,1,4,2013,4,6,0.059000000000000004,1,0,0,5,3
2939,116.343245,39.900529,8/27/16,29,830.0,54380,152.63,3,2,1,3,1,2003,2,6,0.5,1,0,1,10,5
2940,116.425063,40.044097,9/26/16,28,416.0,65813,63.21,2,2,1,2,3,2011,4,6,0.222,1,1,1,7,6
2941,116.462447,39.972038,7/25/16,54,384.0,54655,70.26,2,2,1,1,3,1997,4,6,1.0,1,1,1,7,5
2942,116.52210500000001,39.922247,7/18/16,32,212.0,40864,51.88,1,1,1,1,4,1993,4,2,0.25,0,1,1,7,4
2943,116.402495,39.846914,6/19/16,18,316.8,35676,88.8,3,1,1,1,4,1998,1,2,0.5,0,1,1,2,3
2944,116.39269499999999,39.969608,6/15/16,22,1505.0,108846,138.27,3,1,1,2,3,ÃÂ´ÃÂª,3,6,0.28600000000000003,1,1,1,10,9
2945,116.47773000000001,40.002156,7/10/16,40,473.0,52110,90.77,2,2,1,1,1,1998,1,6,0.25,1,1,1,7,5
2946,116.42022,40.044807,9/14/16,89,550.0,50000,110.0,2,2,1,2,1,2008,3,6,0.444,1,0,1,7,5
2947,116.296249,39.949325,6/28/16,27,730.0,70193,104.0,2,1,1,1,1,2002,4,6,0.25,1,1,1,8,7
2948,116.581295,39.910614,7/26/16,7,270.0,28813,93.71,2,1,1,1,4,2004,3,4,0.5,0,1,1,7,2
2949,116.46718200000001,40.014312,6/30/16,32,624.0,56638,110.17,2,2,1,1,3,2003,4,6,0.33299999999999996,1,1,1,7,5
2950,116.416156,40.082584999999995,7/31/16,10,389.5,19772,197.0,3,2,1,2,1,2003,3,2,0.5,1,1,0,6,1
2951,116.298736,39.934527,6/29/16,15,389.0,67653,57.5,2,1,1,1,4,1992,3,2,0.5,0,1,1,8,6
2952,116.43056200000001,40.045549,6/24/16,34,405.7,39539,102.61,2,1,1,2,1,2005,3,6,0.33299999999999996,1,1,0,7,3
2953,116.417974,40.001717,10/11/16,37,1050.0,57371,183.02,3,2,1,2,1,2008,3,6,1.5,1,0,1,7,5
2954,116.351933,39.887523,6/30/16,84,358.0,67701,52.88,2,1,1,1,4,1981,3,2,0.2,0,1,0,10,6
2955,116.350167,40.038259000000004,7/23/16,137,295.0,49916,59.1,3,1,1,1,4,1987,3,2,0.33299999999999996,0,1,0,8,4
2956,116.26654099999999,40.227012,6/25/16,23,205.0,19867,103.19,2,1,1,1,4,2003,3,6,0.33299999999999996,1,1,1,6,1
2957,116.43561799999999,39.929171999999994,6/19/16,32,463.0,84091,55.06,1,1,1,1,4,2003,4,6,0.33299999999999996,0,1,1,1,8
2958,116.19494499999999,39.777521,8/15/16,103,240.0,26967,89.0,3,1,1,1,4,2014,4,6,0.5,1,0,0,5,2
2959,116.49003200000001,39.993487,10/9/16,22,887.0,70397,126.0,3,2,1,2,3,2008,4,6,0.5,1,0,1,7,7
2960,116.45308600000001,39.898396999999996,9/11/16,84,400.0,58242,68.68,1,0,1,1,1,2009,4,6,0.308,1,1,1,1,5
2961,116.352299,40.062427,8/29/16,8,380.0,73644,51.6,1,1,1,1,4,1995,3,2,0.2,0,1,1,8,7
2962,116.50415600000001,39.906125,7/31/16,34,660.0,53407,123.58,2,2,1,2,3,2007,4,6,0.667,1,1,1,7,5
2963,116.530942,40.062346999999995,8/23/16,15,1100.0,56411,195.0,3,2,1,4,4,2014,2,6,0.5,0,0,0,7,5
2964,116.386156,39.91037,6/30/16,32,720.0,84706,85.0,3,1,1,1,4,2004,4,6,0.2,0,1,1,10,8
2965,116.25411299999999,40.220461,1/17/17,10,415.0,27667,150.0,3,2,1,1,4,1998,4,2,0.5,0,0,0,6,2
2966,116.35491299999998,40.040671,6/15/16,26,352.0,51015,69.0,2,1,1,1,4,1996,4,2,0.33299999999999996,0,0,1,8,5
2967,116.354295,39.891958,6/26/16,34,406.0,69166,58.7,2,1,1,1,4,1992,3,2,0.5,0,1,0,10,6
2968,116.476467,39.888742,7/31/16,126,353.0,39140,90.19,3,1,1,1,1,1993,3,6,0.25,1,1,1,7,3
2969,116.39279599999999,39.96812,8/10/16,24,529.0,96710,54.7,2,1,1,1,4,1991,3,2,0.5,0,0,1,10,9
2970,116.374154,39.896982,8/12/16,19,930.0,68889,135.0,3,2,1,2,1,1999,3,6,0.33299999999999996,1,0,1,10,6
2971,116.459544,39.954027,9/25/16,31,398.0,61430,64.79,3,0,1,1,3,1985,4,6,0.25,1,1,1,7,6
2972,116.265774,40.170928,6/21/16,18,315.0,27335,115.24,3,1,1,1,4,2010,3,6,0.5,1,0,0,6,2
2973,116.482231,40.009521,12/9/16,152,726.0,45243,160.47,3,3,1,2,4,1997,4,4,0.5,0,1,1,7,4
2974,116.46859199999999,40.028148,8/16/16,46,635.0,67375,94.25,2,1,1,1,3,2008,4,6,0.5,1,0,1,7,6
2975,116.34828200000001,39.892777,8/31/16,31,440.0,83842,52.48,1,0,1,1,1,2006,4,6,0.33299999999999996,1,1,1,10,8
2976,116.374945,39.909543,11/17/16,68,911.0,108453,84.0,3,1,1,1,1,1989,4,6,0.25,1,0,1,10,9
2977,116.351677,39.980567,6/25/16,48,388.0,67013,57.9,2,1,1,1,4,1996,3,2,0.33299999999999996,0,1,1,8,6
2978,116.425063,40.044097,8/28/16,34,251.0,32598,77.0,2,1,1,1,3,2011,3,6,0.2,1,0,1,7,3
2979,116.448876,39.901694,7/9/16,51,412.0,65036,63.35,1,1,1,1,1,2004,4,6,0.25,1,1,1,1,6
2980,116.257104,39.873962,6/28/16,27,385.0,49359,78.0,2,1,1,1,3,2012,2,6,0.154,1,0,1,2,4
2981,116.47621299999999,39.897851,6/23/16,8,344.5,53913,63.9,2,1,1,1,3,2012,4,6,0.179,1,0,1,7,5
2982,116.306494,39.841008,7/12/16,5,960.0,45715,210.0,3,2,1,2,1,2005,1,6,0.667,1,1,1,2,4
2983,116.41824799999999,39.964378,8/18/16,26,300.0,80065,37.47,1,1,1,1,4,1990,3,2,0.33299999999999996,0,0,1,1,8
2984,116.352299,40.062427,7/21/16,23,397.0,62917,63.1,2,1,1,1,1,1996,3,6,0.25,1,1,1,8,6
2985,116.47796299999999,40.00789,7/8/16,11,560.0,42109,132.99,3,2,1,1,1,2003,3,6,0.375,1,1,1,7,4
2986,116.433365,40.048629,8/11/16,171,370.0,45472,81.37,2,2,1,1,4,1999,1,6,0.5,0,1,0,7,4
2987,116.221857,39.767955,7/7/16,10,280.5,31167,90.0,3,1,1,1,4,2016,4,6,0.5,1,0,1,5,3
2988,116.59246999999999,39.926531,7/9/16,19,580.0,45919,126.31,3,2,1,1,4,2003,4,6,0.5,1,0,1,7,4
2989,116.352299,40.062427,7/31/16,35,546.0,59277,92.11,2,1,1,1,1,1999,3,6,0.16699999999999998,1,1,1,8,5
2990,116.420573,39.969034,9/19/16,94,515.0,71528,72.0,3,1,1,1,4,1993,4,4,0.5,0,0,1,7,7
2991,116.557273,39.918665000000004,6/27/16,501,193.0,37331,51.7,2,1,1,1,4,1991,3,2,0.33299999999999996,0,1,1,7,3
2992,116.34546599999999,40.008394,8/21/16,22,299.0,53393,56.0,1,0,1,1,3,2010,4,6,0.222,1,1,1,8,5
2993,116.486709,39.895879,6/17/16,28,720.0,58404,123.28,2,2,1,2,1,2004,3,6,0.375,1,1,1,7,5
2994,116.432142,39.902353999999995,7/25/16,52,295.0,95285,30.96,1,0,1,1,3,2008,4,6,0.2,1,1,1,1,9
2995,116.568799,39.853078000000004,8/12/16,83,480.0,39448,121.68,3,2,1,2,1,2007,4,6,0.33299999999999996,1,0,0,7,3
2996,116.3434,40.083321999999995,6/24/16,24,425.0,32028,132.7,3,2,1,2,4,2003,3,4,0.5,0,1,1,6,3
2997,116.433451,39.923705,9/22/16,69,660.0,119783,55.1,1,1,1,1,3,2004,3,6,0.667,1,1,1,1,9
2998,116.38260600000001,39.983696,7/7/16,87,433.5,74485,58.2,2,1,1,1,1,1996,4,6,0.25,1,1,1,8,7
2999,116.344931,39.902611,7/8/16,27,545.0,62365,87.39,2,1,1,1,1,1999,3,6,0.3,1,1,0,10,6
3000,116.34688,39.912912,8/12/16,26,690.0,99424,69.4,2,1,1,1,1,1983,4,2,0.125,1,1,1,10,9
3001,116.338225,40.08248,10/7/16,40,519.0,41224,125.9,3,2,1,1,4,2002,3,4,0.5,0,0,0,6,4
3002,116.347563,39.729069,7/31/16,89,165.0,29671,55.61,2,1,1,1,4,1981,3,2,0.33299999999999996,0,1,1,4,2
3003,116.28740800000001,39.906807,7/22/16,24,348.0,45935,75.76,1,1,1,1,1,2000,4,6,0.182,1,0,0,8,4
3004,116.232119,40.223852,8/31/16,11,153.0,26412,57.93,1,0,1,1,1,2009,3,6,0.14300000000000002,1,0,1,6,2
3005,116.391726,39.978788,7/8/16,41,708.0,83197,85.1,3,1,1,1,1,1990,3,2,0.25,1,1,1,10,8
3006,116.437648,39.859639,8/5/16,78,445.0,41982,106.0,2,1,1,1,3,2006,3,6,0.667,1,0,1,2,4
3007,116.44831599999999,39.900192,8/6/16,306,435.0,58571,74.27,2,1,1,1,3,ÃÂ´ÃÂª,3,2,0.16699999999999998,1,1,1,1,5
3008,116.38339199999999,39.890378000000005,7/30/16,12,960.0,100241,95.77,2,2,1,1,3,2009,4,6,0.667,1,0,1,10,9
3009,116.50944799999999,39.874885,8/10/16,15,725.0,50516,143.52,3,2,1,2,3,2010,3,6,0.667,1,0,1,7,5
3010,116.409805,39.969951,1/18/17,292,288.0,56240,51.21,2,1,1,1,4,1982,3,4,0.33299999999999996,0,0,1,7,5
3011,116.44832,39.85524,7/15/16,53,433.0,37229,116.31,2,2,1,2,4,2009,2,6,1.0,1,0,1,2,3
3012,116.175983,39.767012,6/25/16,35,247.0,20933,118.0,3,2,1,1,3,2007,4,6,0.5,1,1,0,5,2
3013,116.49003200000001,39.993487,8/6/16,22,845.0,62302,135.63,3,2,1,2,3,2008,4,6,0.4,1,1,1,7,6
3014,116.39241299999999,39.989092,7/20/16,30,398.0,63793,62.39,2,1,1,1,4,1988,3,2,0.33299999999999996,0,1,1,7,6
3015,116.65472700000001,39.89598,7/29/16,27,256.0,37504,68.26,2,1,1,1,4,2005,4,2,0.5,0,1,1,11,3
3016,116.30850500000001,39.839489,7/28/16,8,476.5,45778,104.09,2,1,1,1,1,2001,1,6,0.214,1,0,1,2,4
3017,116.386555,40.0865,6/17/16,19,370.0,35923,103.0,2,2,1,1,4,2009,3,6,0.5,1,1,0,6,3
3018,116.37524599999999,40.044621,7/29/16,13,655.0,45518,143.9,3,2,1,2,4,2004,4,6,0.5,1,1,0,8,4
3019,116.35419099999999,40.035178,7/13/16,22,325.0,49931,65.09,1,1,1,1,3,2009,3,6,0.4,1,1,0,8,4
3020,116.518854,39.939588,8/17/16,134,510.0,52911,96.39,2,1,1,2,3,2006,1,6,0.667,1,1,0,7,5
3021,116.17621299999999,39.942157,8/22/16,26,230.0,31396,73.26,2,1,1,1,4,1997,3,2,0.5,0,0,0,9,3
3022,116.363152,40.089008,6/27/16,4,283.5,42511,66.69,1,1,1,1,3,2004,4,6,0.125,1,1,1,6,4
3023,116.17281299999999,39.765512,8/15/16,79,125.0,21552,58.0,1,1,1,1,4,2007,3,2,0.33299999999999996,0,0,0,5,2
3024,116.416894,39.894994,9/9/16,158,437.5,55380,79.0,1,1,1,2,3,2002,3,6,0.33299999999999996,0,1,1,1,5
3025,116.441781,39.991956,7/30/16,109,351.0,77518,45.28,1,1,1,1,4,1994,4,2,0.33299999999999996,0,1,0,7,7
3026,116.466392,39.928321000000004,8/30/16,32,425.0,68186,62.33,2,1,1,1,1,1984,4,6,0.33299999999999996,1,1,1,7,6
3027,116.416156,40.082584999999995,7/31/16,11,325.0,22728,143.0,3,2,1,1,1,2003,3,2,0.375,1,0,1,6,2
3028,116.284755,39.93453,9/17/16,17,175.0,34861,50.2,1,0,1,1,1,2009,4,6,0.111,1,0,1,8,3
3029,116.38926399999998,39.886874,6/17/16,59,435.0,78605,55.34,1,1,1,1,3,2004,4,6,0.14300000000000002,1,1,1,10,7
3030,116.40635,40.052459000000006,7/6/16,44,290.0,30121,96.28,3,1,1,1,4,1998,3,2,0.33299999999999996,0,1,0,6,3
3031,116.28848899999998,39.928841,8/16/16,20,518.0,63481,81.6,3,0,1,1,1,1990,4,6,0.25,1,1,0,8,6
3032,116.439746,39.905443,8/22/16,55,846.0,55802,151.61,3,2,1,0,4,1994,3,2,0.5,0,1,1,1,5
3033,116.39559399999999,39.881597,6/23/16,13,592.0,82452,71.8,2,1,1,1,4,1999,4,2,0.33299999999999996,0,0,0,10,8
3034,116.47621299999999,39.897851,7/8/16,19,375.0,68182,55.0,1,0,1,1,1,2010,4,6,0.3,1,1,1,7,6
3035,116.416156,40.082584999999995,7/8/16,39,380.0,23956,158.63,3,2,1,2,4,2003,4,2,0.5,1,1,1,6,2
3036,116.45413500000001,39.850772,7/16/16,78,97.6,25685,38.0,1,1,1,1,1,2011,1,6,0.22699999999999998,1,0,1,7,2
3037,116.448075,39.984466999999995,6/21/16,3,1388.0,109292,127.0,3,2,1,2,4,2010,4,6,0.5,1,0,1,7,9
3038,116.44853799999999,39.939797999999996,8/9/16,41,670.0,80870,82.85,3,1,1,1,4,1983,4,2,0.33299999999999996,0,0,1,1,8
3039,116.47773000000001,40.002156,8/23/16,22,500.0,47300,105.71,2,2,1,1,1,1997,4,6,0.25,1,0,1,7,4
3040,116.32691899999999,40.068046,6/25/16,12,350.0,31819,110.0,3,2,1,1,4,1997,3,2,0.5,0,0,0,6,3
3041,116.249524,40.233342,6/18/16,8,128.0,32000,40.0,1,1,1,1,4,1993,1,2,0.33299999999999996,0,1,0,6,3
3042,116.51218200000001,39.928407,7/19/16,81,192.0,42743,44.92,1,1,1,1,4,1989,3,2,0.33299999999999996,0,0,1,7,4
3043,116.476576,39.936797999999996,7/16/16,29,329.0,53935,61.0,3,1,1,1,4,1983,3,6,0.33299999999999996,0,1,1,7,5
3044,116.69763200000001,39.920038,7/20/16,28,169.0,46945,36.0,2,1,1,2,1,2012,4,6,0.214,1,0,0,11,4
3045,116.437597,39.863044,8/22/16,15,244.0,40803,59.8,2,1,1,1,4,1983,2,2,0.33299999999999996,0,0,1,2,4
3046,116.352299,40.062427,9/18/16,40,580.0,76076,76.24,2,1,1,1,1,1999,4,6,0.16699999999999998,1,1,1,8,7
3047,116.689177,39.931339,6/19/16,23,402.0,46207,87.0,2,1,1,1,1,2011,4,6,0.4,1,0,0,11,4
3048,116.47973200000001,39.93278,8/21/16,35,305.0,54310,56.16,2,1,1,1,4,1985,4,2,0.33299999999999996,0,0,1,7,5
3049,116.50448200000001,39.942714,7/30/16,7,1220.0,80507,151.54,2,2,1,2,4,2008,4,6,1.0,1,1,0,7,8
3050,116.35419099999999,40.035178,7/4/16,16,406.0,45830,88.59,2,1,1,1,3,2009,4,6,0.33299999999999996,1,0,0,8,4
3051,116.50891000000001,39.920223,7/31/16,23,660.0,44337,148.86,3,2,1,2,1,ÃÂ´ÃÂª,4,6,0.375,1,0,1,7,4
3052,116.34498500000001,39.891739,7/26/16,56,980.0,66423,147.54,3,2,1,2,3,2004,3,6,0.33299999999999996,1,1,1,10,6
3053,116.50179399999999,39.799347,7/14/16,21,210.0,25771,81.49,1,1,0,1,4,2003,1,2,0.1,0,0,0,3,2
3054,116.458721,39.817347,6/23/16,121,180.0,45329,39.71,2,1,1,1,4,2003,4,2,0.013999999999999999,0,1,0,4,4
3055,116.340034,39.885855,6/25/16,88,325.0,62249,52.21,1,1,1,1,4,2004,4,6,0.5,1,0,1,10,6
3056,116.33533200000001,40.067075,8/31/16,22,400.0,41494,96.4,2,1,1,1,4,2002,4,2,0.5,0,1,0,6,4
3057,116.43238799999999,39.953990000000005,8/11/16,71,680.0,82295,82.63,2,1,1,1,3,2003,3,6,0.667,1,1,0,1,8
3058,116.39279599999999,39.96812,8/16/16,38,575.0,95042,60.5,2,1,1,1,4,ÃÂ´ÃÂª,4,2,0.33299999999999996,0,1,0,10,9
3059,116.44578500000001,40.077726,6/29/16,131,270.0,25472,106.0,2,1,1,1,4,2002,4,4,0.5,0,1,0,6,2
3060,116.487808,39.889853,7/11/16,41,246.5,40859,60.33,2,1,1,1,1,1996,3,6,0.2,1,0,0,7,4
3061,116.373903,39.893809999999995,8/29/16,10,535.0,64747,82.63,2,1,1,1,1,1999,3,6,0.25,1,1,1,10,6
3062,116.31213100000001,39.970749,8/29/16,82,637.0,87863,72.5,3,1,1,1,4,1993,3,2,0.33299999999999996,0,1,0,8,8
3063,116.441521,39.895226,8/13/16,64,457.0,71867,63.59,1,1,1,1,1,2007,4,6,0.222,1,1,1,1,7
3064,116.49932,39.981474,9/6/16,37,210.0,30065,69.85,1,0,1,1,1,2008,4,6,0.14300000000000002,1,0,1,7,3
3065,116.352299,40.062427,6/29/16,20,529.0,58132,91.0,3,1,1,1,4,1996,3,2,0.2,0,1,1,8,5
3066,116.445582,39.974979,6/28/16,66,357.0,55025,64.88,2,1,1,1,4,1998,3,6,0.33299999999999996,0,0,1,7,5
3067,116.47534099999999,39.880705,7/6/16,18,188.0,47177,39.85,1,1,1,1,4,1992,3,4,0.33299999999999996,0,0,1,7,4
3068,116.511545,39.904464000000004,6/18/16,108,146.0,34762,42.0,1,0,1,1,1,2010,4,6,0.1,1,0,1,7,3
3069,116.417045,40.006842999999996,7/12/16,130,400.0,63908,62.59,2,1,1,1,4,1993,4,2,0.5,0,1,1,7,6
3070,116.444891,40.059981,8/31/16,28,1300.0,59760,217.54,4,2,1,3,4,2013,4,6,0.667,1,0,0,7,5
3071,116.31478700000001,39.981606,9/17/16,52,526.5,94018,56.0,2,1,1,1,4,1989,3,6,0.33299999999999996,1,1,1,8,9
3072,116.472792,39.995684000000004,9/5/16,35,1286.0,66802,192.51,4,3,1,3,4,2000,3,6,0.5,1,1,1,7,6
3073,116.693646,39.944018,7/25/16,59,198.0,36667,54.0,1,0,1,1,3,2010,4,6,0.2,1,0,0,11,3
3074,116.54671,39.760284000000006,6/26/16,35,162.8,21909,74.31,2,1,1,1,4,2003,3,2,0.5,0,0,0,3,2
3075,116.427986,39.963242,8/17/16,76,505.0,88737,56.91,3,0,1,1,4,1985,4,2,0.33299999999999996,0,1,1,1,8
3076,116.43414399999999,39.892210999999996,7/17/16,60,355.0,74643,47.56,1,0,1,1,4,1993,4,2,0.25,0,1,1,1,7
3077,116.389141,39.850859,7/14/16,93,232.0,49362,47.0,1,0,1,1,1,2009,3,6,0.667,1,1,1,2,4
3078,116.212774,39.767185,7/4/16,11,289.0,33438,86.43,2,1,1,1,3,2011,4,6,0.5,1,0,1,5,3
3079,116.347797,39.976432,9/21/16,21,990.0,86087,115.0,2,2,1,1,1,2001,3,6,0.33299999999999996,1,0,1,8,8
3080,116.26462099999999,40.087404,6/20/16,30,888.0,51035,174.0,4,2,1,2,4,2015,4,6,0.5,1,0,0,8,5
3081,116.347797,39.976432,6/29/16,34,909.0,70373,129.17,3,2,1,2,1,2001,4,6,0.25,1,1,1,8,7
3082,116.285444,39.9002,10/20/16,99,629.0,43145,145.79,3,2,1,2,1,2002,3,6,0.375,1,1,0,2,4
3083,116.388558,39.895076,9/15/16,7,580.0,98977,58.6,2,1,1,1,1,1987,4,6,0.28600000000000003,1,0,1,10,9
3084,116.472175,40.017522,7/26/16,22,598.0,41948,142.56,3,2,1,2,4,1999,4,4,0.5,0,0,1,7,4
3085,116.378758,40.022927,7/20/16,33,890.0,77224,115.25,3,2,1,2,3,2004,4,6,0.5,1,1,1,7,7
3086,116.475489,40.01952,9/6/16,32,360.0,42101,85.51,1,1,1,1,1,2005,1,6,0.217,1,1,1,7,4
3087,116.44653400000001,39.959314,9/20/16,54,370.0,62133,59.55,2,1,1,1,4,1986,3,4,0.33299999999999996,0,1,1,7,6
3088,116.42229499999999,40.133927,8/25/16,54,330.0,20000,165.0,4,2,1,2,4,1999,3,2,0.33299999999999996,0,1,0,6,2
3089,116.45413500000001,39.850772,8/7/16,16,162.0,33750,48.0,1,1,1,1,1,2011,3,6,0.192,1,0,1,7,3
3090,116.448075,39.984466999999995,7/11/16,20,960.0,111047,86.45,2,2,1,1,4,2012,4,6,0.667,1,0,1,7,9
3091,116.30506299999999,39.91533,8/23/16,40,435.0,79964,54.4,2,1,1,1,4,1988,4,2,0.33299999999999996,0,0,1,8,7
3092,116.46656200000001,39.921656,8/18/16,9,840.0,61765,136.0,2,2,1,2,1,2005,4,6,0.43799999999999994,1,0,1,7,6
3093,116.369657,39.894183,6/23/16,26,387.8,59736,64.92,1,1,1,1,1,2002,3,6,0.25,1,1,1,10,5
3094,116.39279599999999,39.96812,8/17/16,49,764.6,107843,70.9,2,1,1,1,4,1999,4,4,0.5,0,0,0,10,9
3095,116.416156,40.082584999999995,6/20/16,22,305.0,21864,139.5,2,2,1,1,3,2003,1,2,0.5,1,1,1,6,2
3096,116.350151,39.915176,7/30/16,54,1190.0,64325,185.0,5,2,1,1,3,1996,4,2,0.5,1,1,1,10,6
3097,116.330345,39.984336,8/5/16,47,720.0,103747,69.4,2,1,1,1,3,1984,4,6,0.25,1,1,1,8,9
3098,116.65471299999999,40.185553000000006,8/28/16,12,229.0,25047,91.43,3,1,1,1,4,2011,4,2,0.5,0,0,0,13,2
3099,116.448524,39.899018,7/30/16,40,364.0,58682,62.03,1,0,1,1,3,2005,3,6,0.375,1,1,1,1,5
3100,116.393064,39.960653,6/25/16,28,608.0,97125,62.6,1,2,1,1,3,2000,3,2,0.667,1,1,1,10,9
3101,116.31241999999999,39.959208000000004,7/4/16,37,453.0,74704,60.64,2,1,1,1,4,1992,4,4,0.5,0,0,0,8,7
3102,116.493655,39.905367,7/7/16,16,230.0,45392,50.67,1,0,1,1,3,2004,4,6,0.25,1,1,1,7,4
3103,116.414708,40.012787,8/8/16,79,616.0,53104,116.0,2,2,1,1,1,2003,3,6,0.33299999999999996,1,1,1,7,5
3104,116.43616899999999,40.001247,12/17/16,46,376.0,71893,52.3,1,1,1,1,4,1995,2,2,0.5,0,1,1,7,7
3105,116.521774,39.94004,7/14/16,45,598.0,40406,148.0,3,2,1,2,3,2007,4,6,0.4,1,1,0,7,4
3106,116.473381,39.993010999999996,7/21/16,88,340.0,49971,68.04,3,1,1,1,4,1994,4,4,0.5,0,1,1,7,4
3107,116.273525,39.912989,7/10/16,19,397.2,69436,57.2,2,0,1,1,1,1988,3,6,0.14300000000000002,1,1,1,8,6
